state,county,candidate,party,votes
Maine,Pownal,Sara Gideon,DEM,534
Maine,Pownal,Lisa Savage,IND,74
Maine,Pownal,Max Linn,IND,16
Maine,Pownal, Write-ins,WRI,0
Maine,Raymond,Susan Collins,REP,1708
Maine,Raymond,Sara Gideon,DEM,1242
Maine,Raymond,Lisa Savage,IND,136
Maine,Raymond,Max Linn,IND,54
Maine,Raymond, Write-ins,WRI,0
Maine,Scarborough,Sara Gideon,DEM,7574
Maine,Scarborough,Susan Collins,REP,6801
Maine,Scarborough,Lisa Savage,IND,538
Maine,Scarborough,Max Linn,IND,158
Maine,Scarborough, Write-ins,WRI,0
Maine,Sebago,Susan Collins,REP,767
Maine,Sebago,Sara Gideon,DEM,433
Maine,Sebago,Lisa Savage,IND,52
Maine,Sebago,Max Linn,IND,25
Maine,Sebago, Write-ins,WRI,0
Maine,South Portland,Sara Gideon,DEM,10001
Maine,South Portland,Susan Collins,REP,4941
Maine,South Portland,Lisa Savage,IND,1162
Maine,South Portland,Max Linn,IND,160
Maine,South Portland, Write-ins,WRI,14
Maine,Standish,Susan Collins,REP,3541
Maine,Standish,Sara Gideon,DEM,2207
Maine,Standish,Lisa Savage,IND,233
Maine,Standish,Max Linn,IND,93
Maine,Standish, Write-ins,WRI,1
Maine,Westbrook,Sara Gideon,DEM,5891
Maine,Westbrook,Susan Collins,REP,4368
Maine,Westbrook,Lisa Savage,IND,712
Maine,Westbrook,Max Linn,IND,175
Maine,Westbrook, Write-ins,WRI,20
Maine,Windham,Susan Collins,REP,6122
Maine,Windham,Sara Gideon,DEM,4617
Maine,Windham,Lisa Savage,IND,522
Maine,Windham,Max Linn,IND,187
Maine,Windham, Write-ins,WRI,0
Maine,Yarmouth,Sara Gideon,DEM,3943
Maine,Yarmouth,Susan Collins,REP,2136
Maine,Yarmouth,Lisa Savage,IND,265
Maine,Yarmouth,Max Linn,IND,105
Maine,Yarmouth, Write-ins,WRI,0
Maine,Avon,Susan Collins,REP,0
Maine,Avon,Sara Gideon,DEM,0
Maine,Avon,Max Linn,IND,0
Maine,Avon,Lisa Savage,IND,0
Maine,Avon, Write-ins,WRI,0
Maine,Carrabassett Valley,Sara Gideon,DEM,276
Maine,Carrabassett Valley,Susan Collins,REP,231
Maine,Carrabassett Valley,Lisa Savage,IND,21
Maine,Carrabassett Valley,Max Linn,IND,6
Maine,Carrabassett Valley, Write-ins,WRI,0
Maine,Carthage,Susan Collins,REP,0
Maine,Carthage,Sara Gideon,DEM,0
Maine,Carthage,Max Linn,IND,0
Maine,Carthage,Lisa Savage,IND,0
Maine,Carthage, Write-ins,WRI,0
Maine,Chesterville,Susan Collins,REP,0
Maine,Chesterville,Sara Gideon,DEM,0
Maine,Chesterville,Max Linn,IND,0
Maine,Chesterville,Lisa Savage,IND,0
Maine,Chesterville, Write-ins,WRI,0
Maine,Coplin Plt.,Susan Collins,REP,0
Maine,Coplin Plt.,Sara Gideon,DEM,0
Maine,Coplin Plt.,Max Linn,IND,0
Maine,Coplin Plt.,Lisa Savage,IND,0
Maine,Coplin Plt., Write-ins,WRI,0
Maine,Dallas Plt.,Susan Collins,REP,0
Maine,Dallas Plt.,Sara Gideon,DEM,0
Maine,Dallas Plt.,Max Linn,IND,0
Maine,Dallas Plt.,Lisa Savage,IND,0
Maine,Dallas Plt., Write-ins,WRI,0
Maine,Eustis,Susan Collins,REP,278
Maine,Eustis,Sara Gideon,DEM,133
Maine,Eustis,Lisa Savage,IND,31
Maine,Eustis,Max Linn,IND,7
Maine,Eustis, Write-ins,WRI,0
Maine,Farmington,Susan Collins,REP,1830
Maine,Farmington,Sara Gideon,DEM,1752
Maine,Farmington,Lisa Savage,IND,252
Maine,Farmington,Max Linn,IND,73
Maine,Farmington, Write-ins,WRI,0
Maine,Industry,Susan Collins,REP,279
Maine,Industry,Sara Gideon,DEM,180
Maine,Industry,Lisa Savage,IND,38
Maine,Industry,Max Linn,IND,10
Maine,Industry, Write-ins,WRI,0
Maine,Jay,Susan Collins,REP,1499
Maine,Jay,Sara Gideon,DEM,974
Maine,Jay,Lisa Savage,IND,130
Maine,Jay,Max Linn,IND,59
Maine,Jay, Write-ins,WRI,26
Maine,Kingfield,Susan Collins,REP,496
Maine,Kingfield,Sara Gideon,DEM,327
Maine,Kingfield,Lisa Savage,IND,53
Maine,Kingfield,Max Linn,IND,9
Maine,Kingfield, Write-ins,WRI,0
Maine,New Sharon,Susan Collins,REP,569
Maine,New Sharon,Sara Gideon,DEM,283
Maine,New Sharon,Lisa Savage,IND,81
Maine,New Sharon,Max Linn,IND,23
Maine,New Sharon, Write-ins,WRI,0
Maine,New Vineyard,Susan Collins,REP,304
Maine,New Vineyard,Sara Gideon,DEM,105
Maine,New Vineyard,Lisa Savage,IND,39
Maine,New Vineyard,Max Linn,IND,11
Maine,New Vineyard, Write-ins,WRI,4
Maine,Phillips,Susan Collins,REP,0
Maine,Phillips,Sara Gideon,DEM,0
Maine,Phillips,Max Linn,IND,0
Maine,Phillips,Lisa Savage,IND,0
Maine,Phillips, Write-ins,WRI,0
Maine,Rangeley,Susan Collins,REP,514
Maine,Rangeley,Sara Gideon,DEM,216
Maine,Rangeley,Lisa Savage,IND,23
Maine,Rangeley,Max Linn,IND,4
Maine,Rangeley, Write-ins,WRI,0
Maine,Rangeley Plt.,Susan Collins,REP,95
Maine,Rangeley Plt.,Sara Gideon,DEM,46
Maine,Rangeley Plt.,Lisa Savage,IND,3
Maine,Rangeley Plt.,Max Linn,IND,2
Maine,Rangeley Plt., Write-ins,WRI,0
Maine,Sandy River Plt.,Susan Collins,REP,0
Maine,Sandy River Plt.,Sara Gideon,DEM,0
Maine,Sandy River Plt.,Max Linn,IND,0
Maine,Sandy River Plt.,Lisa Savage,IND,0
Maine,Sandy River Plt., Write-ins,WRI,0
Maine,Strong,Susan Collins,REP,571
Maine,Strong,Sara Gideon,DEM,185
Maine,Strong,Lisa Savage,IND,38
Maine,Strong,Max Linn,IND,19
Maine,Strong, Write-ins,WRI,0
Maine,Temple,Susan Collins,REP,0
Maine,Temple,Sara Gideon,DEM,0
Maine,Temple,Max Linn,IND,0
Maine,Temple,Lisa Savage,IND,0
Maine,Temple, Write-ins,WRI,0
Maine,Weld,Susan Collins,REP,169
Maine,Weld,Sara Gideon,DEM,114
Maine,Weld,Lisa Savage,IND,15
Maine,Weld,Max Linn,IND,5
Maine,Weld, Write-ins,WRI,0
Maine,Wilton,Susan Collins,REP,1259
Maine,Wilton,Sara Gideon,DEM,770
Maine,Wilton,Lisa Savage,IND,92
Maine,Wilton,Max Linn,IND,39
Maine,Wilton, Write-ins,WRI,3
Maine,Amherst,Susan Collins,REP,0
Maine,Amherst,Sara Gideon,DEM,0
Maine,Amherst,Max Linn,IND,0
Maine,Amherst,Lisa Savage,IND,0
Maine,Amherst, Write-ins,WRI,0
Maine,Aurora,Susan Collins,REP,0
Maine,Aurora,Sara Gideon,DEM,0
Maine,Aurora,Max Linn,IND,0
Maine,Aurora,Lisa Savage,IND,0
Maine,Aurora, Write-ins,WRI,0
Maine,Bar Harbor,Sara Gideon,DEM,2271
Maine,Bar Harbor,Susan Collins,REP,1035
Maine,Bar Harbor,Lisa Savage,IND,221
Maine,Bar Harbor,Max Linn,IND,55
Maine,Bar Harbor, Write-ins,WRI,0
Maine,Blue Hill,Susan Collins,REP,1752
Maine,Blue Hill,Sara Gideon,DEM,1083
Maine,Blue Hill,Lisa Savage,IND,118
Maine,Blue Hill,Max Linn,IND,23
Maine,Blue Hill, Write-ins,WRI,0
Maine,Brooklin,Sara Gideon,DEM,351
Maine,Brooklin,Susan Collins,REP,231
Maine,Brooklin,Lisa Savage,IND,36
Maine,Brooklin,Max Linn,IND,12
Maine,Brooklin, Write-ins,WRI,0
Maine,Brooksville,Sara Gideon,DEM,344
Maine,Brooksville,Susan Collins,REP,277
Maine,Brooksville,Lisa Savage,IND,64
Maine,Brooksville,Max Linn,IND,7
Maine,Brooksville, Write-ins,WRI,0
Maine,Bucksport,Susan Collins,REP,1697
Maine,Bucksport,Sara Gideon,DEM,949
Maine,Bucksport,Lisa Savage,IND,129
Maine,Bucksport,Max Linn,IND,75
Maine,Bucksport, Write-ins,WRI,0
Maine,Castine,Sara Gideon,DEM,287
Maine,Castine,Susan Collins,REP,179
Maine,Castine,Lisa Savage,IND,23
Maine,Castine,Max Linn,IND,7
Maine,Castine, Write-ins,WRI,5
Maine,Cranberry Isles,Sara Gideon,DEM,70
Maine,Cranberry Isles,Susan Collins,REP,52
Maine,Cranberry Isles,Lisa Savage,IND,12
Maine,Cranberry Isles,Max Linn,IND,6
Maine,Cranberry Isles, Write-ins,WRI,0
Maine,Dedham,Susan Collins,REP,677
Maine,Dedham,Sara Gideon,DEM,424
Maine,Dedham,Lisa Savage,IND,39
Maine,Dedham,Max Linn,IND,27
Maine,Dedham, Write-ins,WRI,0
Maine,Deer Isle,Sara Gideon,DEM,656
Maine,Deer Isle,Susan Collins,REP,589
Maine,Deer Isle,Lisa Savage,IND,65
Maine,Deer Isle,Max Linn,IND,16
Maine,Deer Isle, Write-ins,WRI,0
Maine,Eastbrook,Susan Collins,REP,0
Maine,Eastbrook,Sara Gideon,DEM,0
Maine,Eastbrook,Max Linn,IND,0
Maine,Eastbrook,Lisa Savage,IND,0
Maine,Eastbrook, Write-ins,WRI,0
Maine,Ellsworth,Susan Collins,REP,2646
Maine,Ellsworth,Sara Gideon,DEM,1809
Maine,Ellsworth,Lisa Savage,IND,240
Maine,Ellsworth,Max Linn,IND,136
Maine,Ellsworth, Write-ins,WRI,7
Maine,Franklin,Susan Collins,REP,571
Maine,Franklin,Sara Gideon,DEM,185
Maine,Franklin,Lisa Savage,IND,38
Maine,Franklin,Max Linn,IND,19
Maine,Franklin, Write-ins,WRI,0
Maine,Frenchboro,Susan Collins,REP,22
Maine,Frenchboro,Sara Gideon,DEM,11
Maine,Frenchboro,Max Linn,IND,0
Maine,Frenchboro,Lisa Savage,IND,0
Maine,Frenchboro, Write-ins,WRI,0
Maine,Gouldsboro,Susan Collins,REP,0
Maine,Gouldsboro,Sara Gideon,DEM,0
Maine,Gouldsboro,Max Linn,IND,0
Maine,Gouldsboro,Lisa Savage,IND,0
Maine,Gouldsboro, Write-ins,WRI,0
Maine,Great Pond,Susan Collins,REP,27
Maine,Great Pond,Sara Gideon,DEM,14
Maine,Great Pond,Lisa Savage,IND,2
Maine,Great Pond,Max Linn,IND,0
Maine,Great Pond, Write-ins,WRI,0
Maine,Hancock,Susan Collins,REP,877
Maine,Hancock,Sara Gideon,DEM,482
Maine,Hancock,Max Linn,IND,34
Maine,Hancock,Lisa Savage,IND,16
Maine,Hancock, Write-ins,WRI,0
Maine,Lamoine,Susan Collins,REP,638
Maine,Lamoine,Sara Gideon,DEM,482
Maine,Lamoine,Lisa Savage,IND,57
Maine,Lamoine,Max Linn,IND,22
Maine,Lamoine, Write-ins,WRI,0
Maine,Mariaville,Susan Collins,REP,0
Maine,Mariaville,Sara Gideon,DEM,0
Maine,Mariaville,Max Linn,IND,0
Maine,Mariaville,Lisa Savage,IND,0
Maine,Mariaville, Write-ins,WRI,0
Maine,Mount Desert,Sara Gideon,DEM,887
Maine,Mount Desert,Susan Collins,REP,506
Maine,Mount Desert,Lisa Savage,IND,86
Maine,Mount Desert,Max Linn,IND,21
Maine,Mount Desert, Write-ins,WRI,2
Maine,Orland,Susan Collins,REP,791
Maine,Orland,Sara Gideon,DEM,537
Maine,Orland,Lisa Savage,IND,74
Maine,Orland,Max Linn,IND,24
Maine,Orland, Write-ins,WRI,1
Maine,Osborn,Susan Collins,REP,0
Maine,Osborn,Sara Gideon,DEM,0
Maine,Osborn,Max Linn,IND,0
Maine,Osborn,Lisa Savage,IND,0
Maine,Osborn, Write-ins,WRI,0
Maine,Otis,Susan Collins,REP,358
Maine,Otis,Sara Gideon,DEM,110
Maine,Otis,Max Linn,IND,10
Maine,Otis,Lisa Savage,IND,7
Maine,Otis, Write-ins,WRI,0
Maine,Penobscot,Susan Collins,REP,383
Maine,Penobscot,Sara Gideon,DEM,372
Maine,Penobscot,Lisa Savage,IND,78
Maine,Penobscot,Max Linn,IND,15
Maine,Penobscot, Write-ins,WRI,2
Maine,Sedgwick,Sara Gideon,DEM,412
Maine,Sedgwick,Susan Collins,REP,371
Maine,Sedgwick,Lisa Savage,IND,47
Maine,Sedgwick,Max Linn,IND,8
Maine,Sedgwick, Write-ins,WRI,0
Maine,Sorrento,Susan Collins,REP,0
Maine,Sorrento,Sara Gideon,DEM,0
Maine,Sorrento,Max Linn,IND,0
Maine,Sorrento,Lisa Savage,IND,0
Maine,Sorrento, Write-ins,WRI,0
Maine,Southwest Harbor,Susan Collins,REP,0
Maine,Southwest Harbor,Sara Gideon,DEM,0
Maine,Southwest Harbor,Max Linn,IND,0
Maine,Southwest Harbor,Lisa Savage,IND,0
Maine,Southwest Harbor, Write-ins,WRI,0
Maine,Stonington,Susan Collins,REP,0
Maine,Stonington,Sara Gideon,DEM,0
Maine,Stonington,Max Linn,IND,0
Maine,Stonington,Lisa Savage,IND,0
Maine,Stonington, Write-ins,WRI,0
Maine,Sullivan,Susan Collins,REP,0
Maine,Sullivan,Sara Gideon,DEM,0
Maine,Sullivan,Max Linn,IND,0
Maine,Sullivan,Lisa Savage,IND,0
Maine,Sullivan, Write-ins,WRI,0
Maine,Surry,Susan Collins,REP,545
Maine,Surry,Sara Gideon,DEM,471
Maine,Surry,Lisa Savage,IND,58
Maine,Surry,Max Linn,IND,25
Maine,Surry, Write-ins,WRI,0
Maine,Swan's Island,Susan Collins,REP,154
Maine,Swan's Island,Sara Gideon,DEM,96
Maine,Swan's Island,Max Linn,IND,8
Maine,Swan's Island,Lisa Savage,IND,6
Maine,Swan's Island, Write-ins,WRI,0
Maine,Tremont,Susan Collins,REP,489
Maine,Tremont,Sara Gideon,DEM,467
Maine,Tremont,Lisa Savage,IND,54
Maine,Tremont,Max Linn,IND,34
Maine,Tremont, Write-ins,WRI,0
Maine,Trenton,Susan Collins,REP,533
Maine,Trenton,Sara Gideon,DEM,379
Maine,Trenton,Lisa Savage,IND,34
Maine,Trenton,Max Linn,IND,22
Maine,Trenton, Write-ins,WRI,1
Maine,Verona,Susan Collins,REP,0
Maine,Verona,Sara Gideon,DEM,0
Maine,Verona,Max Linn,IND,0
Maine,Verona,Lisa Savage,IND,0
Maine,Verona, Write-ins,WRI,0
Maine,Waltham,Susan Collins,REP,0
Maine,Waltham,Sara Gideon,DEM,0
Maine,Waltham,Max Linn,IND,0
Maine,Waltham,Lisa Savage,IND,0
Maine,Waltham, Write-ins,WRI,0
Maine,Winter Harbor,Susan Collins,REP,192
Maine,Winter Harbor,Sara Gideon,DEM,116
Maine,Winter Harbor,Lisa Savage,IND,11
Maine,Winter Harbor,Max Linn,IND,7
Maine,Winter Harbor, Write-ins,WRI,0
Maine,Albion,Susan Collins,REP,857
Maine,Albion,Sara Gideon,DEM,286
Maine,Albion,Lisa Savage,IND,49
Maine,Albion,Max Linn,IND,22
Maine,Albion, Write-ins,WRI,0
Maine,Augusta,Susan Collins,REP,4803
Maine,Augusta,Sara Gideon,DEM,4251
Maine,Augusta,Lisa Savage,IND,468
Maine,Augusta,Max Linn,IND,207
Maine,Augusta, Write-ins,WRI,3
Maine,Belgrade,Susan Collins,REP,1305
Maine,Belgrade,Sara Gideon,DEM,780
Maine,Belgrade,Lisa Savage,IND,96
Maine,Belgrade,Max Linn,IND,33
Maine,Belgrade, Write-ins,WRI,4
Maine,Benton,Susan Collins,REP,1053
Maine,Benton,Sara Gideon,DEM,467
Maine,Benton,Lisa Savage,IND,77
Maine,Benton,Max Linn,IND,35
Maine,Benton, Write-ins,WRI,0
Maine,Chelsea,Susan Collins,REP,1002
Maine,Chelsea,Sara Gideon,DEM,459
Maine,Chelsea,Lisa Savage,IND,74
Maine,Chelsea,Max Linn,IND,29
Maine,Chelsea, Write-ins,WRI,0
Maine,China,Susan Collins,REP,1579
Maine,China,Sara Gideon,DEM,859
Maine,China,Lisa Savage,IND,114
Maine,China,Max Linn,IND,42
Maine,China, Write-ins,WRI,0
Maine,Clinton,Susan Collins,REP,1161
Maine,Clinton,Sara Gideon,DEM,502
Maine,Clinton,Lisa Savage,IND,93
Maine,Clinton,Max Linn,IND,38
Maine,Clinton, Write-ins,WRI,3
Maine,Farmingdale,Susan Collins,REP,917
Maine,Farmingdale,Sara Gideon,DEM,713
Maine,Farmingdale,Lisa Savage,IND,79
Maine,Farmingdale,Max Linn,IND,38
Maine,Farmingdale, Write-ins,WRI,0
Maine,Fayette,Susan Collins,REP,458
Maine,Fayette,Sara Gideon,DEM,318
Maine,Fayette,Lisa Savage,IND,43
Maine,Fayette,Max Linn,IND,13
Maine,Fayette, Write-ins,WRI,0
Maine,Gardiner,Susan Collins,REP,1680
Maine,Gardiner,Sara Gideon,DEM,1389
Maine,Gardiner,Lisa Savage,IND,159
Maine,Gardiner,Max Linn,IND,52
Maine,Gardiner, Write-ins,WRI,0
Maine,Hallowell,Sara Gideon,DEM,1041
Maine,Hallowell,Susan Collins,REP,574
Maine,Hallowell,Lisa Savage,IND,150
Maine,Hallowell,Max Linn,IND,17
Maine,Hallowell, Write-ins,WRI,15
Maine,Litchfield,Susan Collins,REP,1395
Maine,Litchfield,Sara Gideon,DEM,623
Maine,Litchfield,Lisa Savage,IND,102
Maine,Litchfield,Max Linn,IND,45
Maine,Litchfield, Write-ins,WRI,0
Maine,Manchester,Susan Collins,REP,983
Maine,Manchester,Sara Gideon,DEM,624
Maine,Manchester,Lisa Savage,IND,54
Maine,Manchester,Max Linn,IND,32
Maine,Manchester, Write-ins,WRI,0
Maine,Monmouth,Susan Collins,REP,1563
Maine,Monmouth,Sara Gideon,DEM,859
Maine,Monmouth,Lisa Savage,IND,113
Maine,Monmouth,Max Linn,IND,40
Maine,Monmouth, Write-ins,WRI,0
Maine,Mount Vernon,Susan Collins,REP,0
Maine,Mount Vernon,Sara Gideon,DEM,0
Maine,Mount Vernon,Max Linn,IND,0
Maine,Mount Vernon,Lisa Savage,IND,0
Maine,Mount Vernon, Write-ins,WRI,0
Maine,Oakland,Susan Collins,REP,2109
Maine,Oakland,Sara Gideon,DEM,1261
Maine,Oakland,Lisa Savage,IND,192
Maine,Oakland,Max Linn,IND,64
Maine,Oakland, Write-ins,WRI,0
Maine,Pittston,Susan Collins,REP,1156
Maine,Pittston,Sara Gideon,DEM,539
Maine,Pittston,Lisa Savage,IND,60
Maine,Pittston,Max Linn,IND,29
Maine,Pittston, Write-ins,WRI,0
Maine,Randolph,Susan Collins,REP,599
Maine,Randolph,Sara Gideon,DEM,378
Maine,Randolph,Lisa Savage,IND,37
Maine,Randolph,Max Linn,IND,22
Maine,Randolph, Write-ins,WRI,0
Maine,Readfield,Susan Collins,REP,944
Maine,Readfield,Sara Gideon,DEM,761
Maine,Readfield,Lisa Savage,IND,89
Maine,Readfield,Max Linn,IND,31
Maine,Readfield, Write-ins,WRI,1
Maine,Rome,Susan Collins,REP,0
Maine,Rome,Sara Gideon,DEM,0
Maine,Rome,Max Linn,IND,0
Maine,Rome,Lisa Savage,IND,0
Maine,Rome, Write-ins,WRI,0
Maine,Sidney,Susan Collins,REP,1891
Maine,Sidney,Sara Gideon,DEM,897
Maine,Sidney,Lisa Savage,IND,113
Maine,Sidney,Max Linn,IND,53
Maine,Sidney, Write-ins,WRI,0
Maine,Unity,Susan Collins,REP,510
Maine,Unity,Sara Gideon,DEM,358
Maine,Unity,Lisa Savage,IND,59
Maine,Unity,Max Linn,IND,16
Maine,Unity, Write-ins,WRI,0
Maine,Vassalboro,Susan Collins,REP,1574
Maine,Vassalboro,Sara Gideon,DEM,833
Maine,Vassalboro,Lisa Savage,IND,94
Maine,Vassalboro,Max Linn,IND,50
Maine,Vassalboro, Write-ins,WRI,0
Maine,Vienna,Susan Collins,REP,216
Maine,Vienna,Sara Gideon,DEM,143
Maine,Vienna,Lisa Savage,IND,35
Maine,Vienna,Max Linn,IND,8
Maine,Vienna, Write-ins,WRI,0
Maine,Waterville,Sara Gideon,DEM,4192
Maine,Waterville,Susan Collins,REP,3052
Maine,Waterville,Lisa Savage,IND,458
Maine,Waterville,Max Linn,IND,153
Maine,Waterville, Write-ins,WRI,10
Maine,Wayne,Susan Collins,REP,410
Maine,Wayne,Sara Gideon,DEM,403
Maine,Wayne,Lisa Savage,IND,46
Maine,Wayne,Max Linn,IND,13
Maine,Wayne, Write-ins,WRI,0
Maine,West Gardiner,Susan Collins,REP,1494
Maine,West Gardiner,Sara Gideon,DEM,756
Maine,West Gardiner,Lisa Savage,IND,85
Maine,West Gardiner,Max Linn,IND,42
Maine,West Gardiner, Write-ins,WRI,0
Maine,Windsor,Susan Collins,REP,971
Maine,Windsor,Sara Gideon,DEM,360
Maine,Windsor,Lisa Savage,IND,70
Maine,Windsor,Max Linn,IND,35
Maine,Windsor, Write-ins,WRI,1
Maine,Winslow,Susan Collins,REP,2719
Maine,Winslow,Sara Gideon,DEM,1668
Maine,Winslow,Lisa Savage,IND,205
Maine,Winslow,Max Linn,IND,89
Maine,Winslow, Write-ins,WRI,0
Maine,Winthrop,Susan Collins,REP,1958
Maine,Winthrop,Sara Gideon,DEM,1562
Maine,Winthrop,Lisa Savage,IND,167
Maine,Winthrop,Max Linn,IND,66
Maine,Winthrop, Write-ins,WRI,0
Maine,Appleton,Susan Collins,REP,458
Maine,Appleton,Sara Gideon,DEM,367
Maine,Appleton,Lisa Savage,IND,76
Maine,Appleton,Max Linn,IND,17
Maine,Appleton, Write-ins,WRI,0
Maine,Camden,Sara Gideon,DEM,2511
Maine,Camden,Susan Collins,REP,1098
Maine,Camden,Lisa Savage,IND,208
Maine,Camden,Max Linn,IND,33
Maine,Camden, Write-ins,WRI,0
Maine,Cushing,Susan Collins,REP,572
Maine,Cushing,Sara Gideon,DEM,339
Maine,Cushing,Lisa Savage,IND,28
Maine,Cushing,Max Linn,IND,24
Maine,Cushing, Write-ins,WRI,0
Maine,Friendship,Susan Collins,REP,525
Maine,Friendship,Sara Gideon,DEM,241
Maine,Friendship,Lisa Savage,IND,25
Maine,Friendship,Max Linn,IND,10
Maine,Friendship, Write-ins,WRI,0
Maine,Hope,Sara Gideon,DEM,530
Maine,Hope,Susan Collins,REP,486
Maine,Hope,Lisa Savage,IND,79
Maine,Hope,Max Linn,IND,18
Maine,Hope, Write-ins,WRI,0
Maine,Isle Au Haut,Susan Collins,REP,0
Maine,Isle Au Haut,Sara Gideon,DEM,0
Maine,Isle Au Haut,Max Linn,IND,0
Maine,Isle Au Haut,Lisa Savage,IND,0
Maine,Isle Au Haut, Write-ins,WRI,0
Maine,Matinicus Isle Plt.,Susan Collins,REP,0
Maine,Matinicus Isle Plt.,Sara Gideon,DEM,0
Maine,Matinicus Isle Plt.,Max Linn,IND,0
Maine,Matinicus Isle Plt.,Lisa Savage,IND,0
Maine,Matinicus Isle Plt., Write-ins,WRI,0
Maine,North Haven,Susan Collins,REP,0
Maine,North Haven,Sara Gideon,DEM,0
Maine,North Haven,Max Linn,IND,0
Maine,North Haven,Lisa Savage,IND,0
Maine,North Haven, Write-ins,WRI,0
Maine,Owl's Head,Susan Collins,REP,549
Maine,Owl's Head,Sara Gideon,DEM,459
Maine,Owl's Head,Lisa Savage,IND,56
Maine,Owl's Head,Max Linn,IND,13
Maine,Owl's Head, Write-ins,WRI,0
Maine,Rockland,Sara Gideon,DEM,2030
Maine,Rockland,Susan Collins,REP,1550
Maine,Rockland,Lisa Savage,IND,300
Maine,Rockland,Max Linn,IND,80
Maine,Rockland, Write-ins,WRI,2
Maine,Rockport,Sara Gideon,DEM,1374
Maine,Rockport,Susan Collins,REP,996
Maine,Rockport,Lisa Savage,IND,124
Maine,Rockport,Max Linn,IND,31
Maine,Rockport, Write-ins,WRI,0
Maine,St. George,Sara Gideon,DEM,912
Maine,St. George,Susan Collins,REP,805
Maine,St. George,Lisa Savage,IND,91
Maine,St. George,Max Linn,IND,20
Maine,St. George, Write-ins,WRI,0
Maine,South Thomaston,Susan Collins,REP,473
Maine,South Thomaston,Sara Gideon,DEM,468
Maine,South Thomaston,Lisa Savage,IND,42
Maine,South Thomaston,Max Linn,IND,13
Maine,South Thomaston, Write-ins,WRI,0
Maine,Thomaston,Susan Collins,REP,822
Maine,Thomaston,Sara Gideon,DEM,704
Maine,Thomaston,Lisa Savage,IND,105
Maine,Thomaston,Max Linn,IND,36
Maine,Thomaston, Write-ins,WRI,0
Maine,Union,Susan Collins,REP,903
Maine,Union,Sara Gideon,DEM,597
Maine,Union,Lisa Savage,IND,87
Maine,Union,Max Linn,IND,22
Maine,Union, Write-ins,WRI,0
Maine,Vinalhaven,Sara Gideon,DEM,447
Maine,Vinalhaven,Susan Collins,REP,344
Maine,Vinalhaven,Lisa Savage,IND,32
Maine,Vinalhaven,Max Linn,IND,11
Maine,Vinalhaven, Write-ins,WRI,0
Maine,Warren,Susan Collins,REP,1377
Maine,Warren,Sara Gideon,DEM,685
Maine,Warren,Lisa Savage,IND,131
Maine,Warren,Max Linn,IND,43
Maine,Warren, Write-ins,WRI,2
Maine,Washington,Susan Collins,REP,587
Maine,Washington,Sara Gideon,DEM,317
Maine,Washington,Lisa Savage,IND,57
Maine,Washington,Max Linn,IND,23
Maine,Washington, Write-ins,WRI,0
Maine,Alna,Sara Gideon,DEM,264
Maine,Alna,Susan Collins,REP,213
Maine,Alna,Lisa Savage,IND,41
Maine,Alna,Max Linn,IND,4
Maine,Alna, Write-ins,WRI,0
Maine,Boothbay,Susan Collins,REP,1120
Maine,Boothbay,Sara Gideon,DEM,998
Maine,Boothbay,Lisa Savage,IND,66
Maine,Boothbay,Max Linn,IND,29
Maine,Boothbay, Write-ins,WRI,0
Maine,Boothbay Harbor,Susan Collins,REP,700
Maine,Boothbay Harbor,Sara Gideon,DEM,646
Maine,Boothbay Harbor,Lisa Savage,IND,36
Maine,Boothbay Harbor,Max Linn,IND,18
Maine,Boothbay Harbor, Write-ins,WRI,0
Maine,Bremen,Susan Collins,REP,0
Maine,Bremen,Sara Gideon,DEM,0
Maine,Bremen,Max Linn,IND,0
Maine,Bremen,Lisa Savage,IND,0
Maine,Bremen, Write-ins,WRI,0
Maine,Bristol,Susan Collins,REP,1029
Maine,Bristol,Sara Gideon,DEM,982
Maine,Bristol,Lisa Savage,IND,82
Maine,Bristol,Max Linn,IND,33
Maine,Bristol, Write-ins,WRI,0
Maine,Damariscotta,Sara Gideon,DEM,800
Maine,Damariscotta,Susan Collins,REP,601
Maine,Damariscotta,Lisa Savage,IND,65
Maine,Damariscotta,Max Linn,IND,16
Maine,Damariscotta, Write-ins,WRI,13
Maine,Dresden,Susan Collins,REP,643
Maine,Dresden,Sara Gideon,DEM,439
Maine,Dresden,Lisa Savage,IND,57
Maine,Dresden,Max Linn,IND,17
Maine,Dresden, Write-ins,WRI,1
Maine,Edgecomb,Susan Collins,REP,0
Maine,Edgecomb,Sara Gideon,DEM,0
Maine,Edgecomb,Max Linn,IND,0
Maine,Edgecomb,Lisa Savage,IND,0
Maine,Edgecomb, Write-ins,WRI,0
Maine,Jefferson,Susan Collins,REP,1049
Maine,Jefferson,Sara Gideon,DEM,535
Maine,Jefferson,Lisa Savage,IND,70
Maine,Jefferson,Max Linn,IND,36
Maine,Jefferson, Write-ins,WRI,0
Maine,Monhegan Plt.,Sara Gideon,DEM,43
Maine,Monhegan Plt.,Lisa Savage,IND,11
Maine,Monhegan Plt.,Susan Collins,REP,7
Maine,Monhegan Plt.,Max Linn,IND,1
Maine,Monhegan Plt., Write-ins,WRI,0
Maine,Newcastle,Susan Collins,REP,0
Maine,Newcastle,Sara Gideon,DEM,0
Maine,Newcastle,Max Linn,IND,0
